Review,Actual,Predicted,Probability
0,Negative,Positive,0.55569
0,Negative,Positive,0.5554824
0,Negative,Positive,0.5638391
0,Negative,Positive,0.55579007
0,Negative,Positive,0.5536333
0,Negative,Positive,0.54421973
0,Negative,Positive,0.5553324
0,Negative,Positive,0.55697256
0,Negative,Positive,0.55538064
0,Negative,Positive,0.55545586
0,Negative,Positive,0.5543798
0,Negative,Positive,0.55540836
0,Negative,Positive,0.5454509
0,Negative,Positive,0.555512
0,Negative,Positive,0.5607069
1,Positive,Negative,0.3771887
1,Positive,Negative,0.4999116
0,Negative,Positive,0.55543625
0,Negative,Positive,0.9596286
0,Negative,Positive,0.55536836
0,Negative,Positive,0.55536175
0,Negative,Positive,0.5537922
0,Negative,Positive,0.5555859
0,Negative,Positive,0.5552671
0,Negative,Positive,0.55535257
1,Positive,Negative,0.025032084
0,Negative,Positive,0.55544716
0,Negative,Positive,0.5559281
0,Negative,Positive,0.5553508
0,Negative,Positive,0.5552554
0,Negative,Positive,0.5551933
0,Negative,Positive,0.55541134
0,Negative,Positive,0.9990488
0,Negative,Positive,0.55471593
0,Negative,Positive,0.5582054
0,Negative,Positive,0.5508808
0,Negative,Positive,0.55513793
0,Negative,Positive,0.55517614
0,Negative,Positive,0.55396
0,Negative,Positive,0.5554196
0,Negative,Positive,0.55513966
0,Negative,Positive,0.55476195
0,Negative,Positive,0.5552768
0,Negative,Positive,0.55541146
0,Negative,Positive,0.5553197
0,Negative,Positive,0.5554058
0,Negative,Positive,0.5577807
0,Negative,Positive,0.5554442
0,Negative,Positive,0.5552425
0,Negative,Positive,0.5500111
0,Negative,Positive,0.5542582
0,Negative,Positive,0.55532444
0,Negative,Positive,0.5554025
1,Positive,Negative,0.1306921
0,Negative,Positive,0.5550983
0,Negative,Positive,0.5549376
0,Negative,Positive,0.554421
0,Negative,Positive,0.55506617
0,Negative,Positive,0.7334496
0,Negative,Positive,0.55541456
0,Negative,Positive,0.55541605
0,Negative,Positive,0.5556522
0,Negative,Positive,0.5556241
0,Negative,Positive,0.55559367
0,Negative,Positive,0.9993544
0,Negative,Positive,0.5540546
0,Negative,Positive,0.5554662
0,Negative,Positive,0.5550261
0,Negative,Positive,0.55541116
0,Negative,Positive,0.5551464
1,Positive,Negative,0.4435311
1,Positive,Negative,0.045445193
1,Positive,Negative,0.05211671
0,Negative,Positive,0.5555679
1,Positive,Negative,0.1958131
0,Negative,Positive,0.52940434
0,Negative,Positive,0.54218185
0,Negative,Positive,0.55562013
0,Negative,Positive,0.5571562
0,Negative,Positive,0.9998147
0,Negative,Positive,0.55539715
1,Positive,Negative,0.026903683
0,Negative,Positive,0.63041687
0,Negative,Positive,0.55527824
0,Negative,Positive,0.5555733
0,Negative,Positive,0.5554661
0,Negative,Positive,0.5194995
0,Negative,Positive,0.5626318
0,Negative,Positive,0.55548334
0,Negative,Positive,0.5552129
0,Negative,Positive,0.5530795
0,Negative,Positive,0.55541337
0,Negative,Positive,0.5553173
0,Negative,Positive,0.67486227
1,Positive,Negative,0.16360801
0,Negative,Positive,0.55511236
0,Negative,Positive,0.5484366
0,Negative,Positive,0.5556036
0,Negative,Positive,0.554472
0,Negative,Positive,0.55542237
0,Negative,Positive,0.5568577
0,Negative,Positive,0.5554122
0,Negative,Positive,0.56032294
0,Negative,Positive,0.5545762
0,Negative,Positive,0.55556965
0,Negative,Positive,0.559132
1,Positive,Negative,0.15123095
0,Negative,Positive,0.55578315
0,Negative,Positive,0.55552006
0,Negative,Positive,0.55489224
0,Negative,Positive,0.55571663
1,Positive,Negative,0.0006693803
0,Negative,Positive,0.99233013
0,Negative,Positive,0.55533785
0,Negative,Positive,0.5098248
0,Negative,Positive,0.5553894
0,Negative,Positive,0.5553846
0,Negative,Positive,0.55467254
0,Negative,Positive,0.5551683
0,Negative,Positive,0.9987535
1,Positive,Negative,0.27021438
0,Negative,Positive,0.5543618
0,Negative,Positive,0.5554905
0,Negative,Positive,0.554412
0,Negative,Positive,0.55508274
0,Negative,Positive,0.5666097
0,Negative,Positive,0.5536176
0,Negative,Positive,0.5553836
0,Negative,Positive,0.5553089
0,Negative,Positive,0.555478
0,Negative,Positive,0.96849585
1,Positive,Negative,0.29980063
0,Negative,Positive,0.5561489
0,Negative,Positive,0.5424318
0,Negative,Positive,0.6707406
1,Positive,Negative,0.3724901
0,Negative,Positive,0.5555565
0,Negative,Positive,0.55554616
0,Negative,Positive,0.55523694
0,Negative,Positive,0.5553981
0,Negative,Positive,0.55526334
0,Negative,Positive,0.55311054
0,Negative,Positive,0.5556459
0,Negative,Positive,0.55560786
0,Negative,Positive,0.5553275
0,Negative,Positive,0.82385415
0,Negative,Positive,0.5520372
0,Negative,Positive,0.9729565
0,Negative,Positive,0.555651
0,Negative,Positive,0.5552668
0,Negative,Positive,0.5554173
0,Negative,Positive,0.5661839
0,Negative,Positive,0.5551746
0,Negative,Positive,0.55542165
0,Negative,Positive,0.536974
0,Negative,Positive,0.5565961
0,Negative,Positive,0.6126635
0,Negative,Positive,0.55586666
0,Negative,Positive,0.5553081
0,Negative,Positive,0.52985656
0,Negative,Positive,0.5556444
0,Negative,Positive,0.5457862
0,Negative,Positive,0.5549463
0,Negative,Positive,0.5553876
0,Negative,Positive,0.5555232
0,Negative,Positive,0.55587244
0,Negative,Positive,0.5556876
0,Negative,Positive,0.92812085
0,Negative,Positive,0.5560912
0,Negative,Positive,0.55535203
0,Negative,Positive,0.555369
0,Negative,Positive,0.55781525
0,Negative,Positive,0.5553141
0,Negative,Positive,0.5552049
0,Negative,Positive,0.5547266
0,Negative,Positive,0.5376036
0,Negative,Positive,0.5555055
0,Negative,Positive,0.5553496
0,Negative,Positive,0.55444384
1,Positive,Negative,0.008398307
0,Negative,Positive,0.5565253
0,Negative,Positive,0.5554428
0,Negative,Positive,0.5552924
0,Negative,Positive,0.55516934
0,Negative,Positive,0.5553272
0,Negative,Positive,0.58767694
1,Positive,Negative,0.027881866
0,Negative,Positive,0.55559355
1,Positive,Negative,0.48791075
0,Negative,Positive,0.5550039
0,Negative,Positive,0.51127315
0,Negative,Positive,0.5552833
0,Negative,Positive,0.5554042
0,Negative,Positive,0.55471814
0,Negative,Positive,0.99563867
0,Negative,Positive,0.99957335
0,Negative,Positive,0.5555091
0,Negative,Positive,0.5556665
0,Negative,Positive,0.55520844
0,Negative,Positive,0.55530465
1,Positive,Negative,0.0034881562
1,Positive,Negative,0.2236567
0,Negative,Positive,0.50434834
0,Negative,Positive,0.5559602
0,Negative,Positive,0.555453
0,Negative,Positive,0.5568201
0,Negative,Positive,0.5554251
0,Negative,Positive,0.555723
1,Positive,Negative,0.43613648
0,Negative,Positive,0.5554329
0,Negative,Positive,0.5553978
0,Negative,Positive,0.5556762
0,Negative,Positive,0.555118
0,Negative,Positive,0.5549173
0,Negative,Positive,0.6065374
0,Negative,Positive,0.55582774
0,Negative,Positive,0.55468065
0,Negative,Positive,0.5994016
0,Negative,Positive,0.5554154
0,Negative,Positive,0.5556257
0,Negative,Positive,0.5546094
0,Negative,Positive,0.5558531
0,Negative,Positive,0.55385834
1,Positive,Negative,0.028134847
0,Negative,Positive,0.9963829
0,Negative,Positive,0.61943704
0,Negative,Positive,0.54972976
1,Positive,Negative,0.016210489
0,Negative,Positive,0.5554118
0,Negative,Positive,0.5554246
0,Negative,Positive,0.5554006
0,Negative,Positive,0.55550593
0,Negative,Positive,0.55495936
0,Negative,Positive,0.5554075
0,Negative,Positive,0.55194616
0,Negative,Positive,0.55542165
1,Positive,Negative,0.25606102
0,Negative,Positive,0.5555269
0,Negative,Positive,0.5553958
0,Negative,Positive,0.55562735
0,Negative,Positive,0.5517477
1,Positive,Negative,0.21563065
0,Negative,Positive,0.556893
1,Positive,Negative,0.28778687
1,Positive,Negative,0.088164285
0,Negative,Positive,0.52814823
0,Negative,Positive,0.55552036
0,Negative,Positive,0.55537647
0,Negative,Positive,0.5554541
0,Negative,Positive,0.55501187
0,Negative,Positive,0.54781365
0,Negative,Positive,0.55542904
0,Negative,Positive,0.97283363
0,Negative,Positive,0.5563805
1,Positive,Negative,0.06338484
0,Negative,Positive,0.5555154
0,Negative,Positive,0.55572885
0,Negative,Positive,0.5717556
0,Negative,Positive,0.55519426
0,Negative,Positive,0.5559197
0,Negative,Positive,0.5571952
0,Negative,Positive,0.5553638
0,Negative,Positive,0.55540365
0,Negative,Positive,0.55488706
0,Negative,Positive,0.55458283
0,Negative,Positive,0.5553894
0,Negative,Positive,0.55523133
0,Negative,Positive,0.5552346
1,Positive,Negative,0.16292354
0,Negative,Positive,0.5628059
0,Negative,Positive,0.55536103
0,Negative,Positive,0.5547503
0,Negative,Positive,0.5551609
0,Negative,Positive,0.55531347
1,Positive,Negative,0.34118706
0,Negative,Positive,0.9845368
0,Negative,Positive,0.5661197
1,Positive,Negative,0.19624835
0,Negative,Positive,0.52641326
0,Negative,Positive,0.5555306
0,Negative,Positive,0.55530447
0,Negative,Positive,0.55539554
0,Negative,Positive,0.5554715
0,Negative,Positive,0.5555809
0,Negative,Positive,0.55514485
1,Positive,Negative,0.43051335
0,Negative,Positive,0.5547176
0,Negative,Positive,0.5510419
0,Negative,Positive,0.57853943
0,Negative,Positive,0.53966045
0,Negative,Positive,0.5616004
0,Negative,Positive,0.5555494
0,Negative,Positive,0.55492157
0,Negative,Positive,0.50455236
0,Negative,Positive,0.55521625
0,Negative,Positive,0.55549645
0,Negative,Positive,0.55539125
0,Negative,Positive,0.55545866
0,Negative,Positive,0.55524325
0,Negative,Positive,0.5555099
0,Negative,Positive,0.554796
0,Negative,Positive,0.5517332
0,Negative,Positive,0.55585426
0,Negative,Positive,0.5554954
0,Negative,Positive,0.55537206
0,Negative,Positive,0.5549569
0,Negative,Positive,0.5555066
0,Negative,Positive,0.97476035
0,Negative,Positive,0.555797
0,Negative,Positive,0.55540746
0,Negative,Positive,0.5715075
0,Negative,Positive,0.55538577
1,Positive,Negative,0.0019344902
0,Negative,Positive,0.5554861
0,Negative,Positive,0.57641715
0,Negative,Positive,0.9994642
0,Negative,Positive,0.55564797
0,Negative,Positive,0.5554108
0,Negative,Positive,0.5511393
0,Negative,Positive,0.5551483
0,Negative,Positive,0.55505115
0,Negative,Positive,0.5557566
0,Negative,Positive,0.5555064
1,Positive,Negative,0.470611
0,Negative,Positive,0.55471903
0,Negative,Positive,0.55545855
0,Negative,Positive,0.55675346
0,Negative,Positive,0.575497
0,Negative,Positive,0.555876
0,Negative,Positive,0.5556542
0,Negative,Positive,0.5826559
0,Negative,Positive,0.55545187
0,Negative,Positive,0.55521494
0,Negative,Positive,0.5727722
0,Negative,Positive,0.5552352
0,Negative,Positive,0.5554548
0,Negative,Positive,0.55061066
0,Negative,Positive,0.5401766
0,Negative,Positive,0.5552365
0,Negative,Positive,0.5553867
0,Negative,Positive,0.55559653
1,Positive,Negative,0.017545618
0,Negative,Positive,0.8789351
0,Negative,Positive,0.85851866
0,Negative,Positive,0.55554295
0,Negative,Positive,0.5549556
0,Negative,Positive,0.5553958
0,Negative,Positive,0.55554247
0,Negative,Positive,0.5496861
0,Negative,Positive,0.55544955
0,Negative,Positive,0.59568214
0,Negative,Positive,0.555345
0,Negative,Positive,0.55476207
0,Negative,Positive,0.556424
0,Negative,Positive,0.5559288
0,Negative,Positive,0.55441546
0,Negative,Positive,0.55525315
0,Negative,Positive,0.5553421
0,Negative,Positive,0.555732
0,Negative,Positive,0.5553876
1,Positive,Negative,0.14944041
0,Negative,Positive,0.5507284
0,Negative,Positive,0.5549776
0,Negative,Positive,0.55538696
0,Negative,Positive,0.5675361
0,Negative,Positive,0.5554475
0,Negative,Positive,0.55545574
0,Negative,Positive,0.55540544
0,Negative,Positive,0.55514616
0,Negative,Positive,0.5551361
0,Negative,Positive,0.5554351
0,Negative,Positive,0.5551068
0,Negative,Positive,0.5551802
0,Negative,Positive,0.5542458
0,Negative,Positive,0.55573875
0,Negative,Positive,0.5555055
0,Negative,Positive,0.98757386
0,Negative,Positive,0.5555594
0,Negative,Positive,0.96267974
0,Negative,Positive,0.5551837
0,Negative,Positive,0.5553643
1,Positive,Negative,0.27636638
0,Negative,Positive,0.5547018
0,Negative,Positive,0.5597812
0,Negative,Positive,0.5554038
0,Negative,Positive,0.5559217
0,Negative,Positive,0.5559143
0,Negative,Positive,0.5555078
0,Negative,Positive,0.5561952
0,Negative,Positive,0.55518687
0,Negative,Positive,0.65103173
0,Negative,Positive,0.5553723
0,Negative,Positive,0.5553591
0,Negative,Positive,0.55540746
0,Negative,Positive,0.55505025
0,Negative,Positive,0.555805
0,Negative,Positive,0.5547153
0,Negative,Positive,0.55840784
0,Negative,Positive,0.5554255
0,Negative,Positive,0.55532324
0,Negative,Positive,0.5559393
0,Negative,Positive,0.5541224
1,Positive,Negative,0.08219932
0,Negative,Positive,0.5556364
0,Negative,Positive,0.55569315
0,Negative,Positive,0.55547637
0,Negative,Positive,0.55538195
0,Negative,Positive,0.983673
0,Negative,Positive,0.55343616
0,Negative,Positive,0.5553047
1,Positive,Negative,0.057530247
0,Negative,Positive,0.5555688
0,Negative,Positive,0.5554286
1,Positive,Negative,0.12683176
0,Negative,Positive,0.55543566
0,Negative,Positive,0.5617637
1,Positive,Negative,0.46031186
1,Positive,Negative,0.06285895
0,Negative,Positive,0.5553533
0,Negative,Positive,0.5651798
0,Negative,Positive,0.5554025
0,Negative,Positive,0.91045195
0,Negative,Positive,0.5559246
0,Negative,Positive,0.555435
0,Negative,Positive,0.5553971
0,Negative,Positive,0.55544585
0,Negative,Positive,0.5553584
0,Negative,Positive,0.5588245
0,Negative,Positive,0.55559176
0,Negative,Positive,0.5559351
0,Negative,Positive,0.59492606
0,Negative,Positive,0.5553596
0,Negative,Positive,0.9990448
0,Negative,Positive,0.5550043
0,Negative,Positive,0.55537885
0,Negative,Positive,0.55552727
0,Negative,Positive,0.55534065
0,Negative,Positive,0.555175
0,Negative,Positive,0.55543125
1,Positive,Negative,0.03028104
0,Negative,Positive,0.59525824
0,Negative,Positive,0.55540216
0,Negative,Positive,0.88501745
0,Negative,Positive,0.55386907
0,Negative,Positive,0.5541514
0,Negative,Positive,0.5556166
0,Negative,Positive,0.5562911
0,Negative,Positive,0.5566023
0,Negative,Positive,0.5540566
0,Negative,Positive,0.5554235
0,Negative,Positive,0.5554303
1,Positive,Negative,0.0049748546
0,Negative,Positive,0.55521303
0,Negative,Positive,0.5566832
0,Negative,Positive,0.55542004
0,Negative,Positive,0.55523676
0,Negative,Positive,0.55533594
0,Negative,Positive,0.5552433
0,Negative,Positive,0.55576396
0,Negative,Positive,0.5544915
1,Positive,Negative,0.0054570483
0,Negative,Positive,0.55582696
0,Negative,Positive,0.557217
0,Negative,Positive,0.55568403
0,Negative,Positive,0.55580246
0,Negative,Positive,0.59434164
0,Negative,Positive,0.5541181
0,Negative,Positive,0.5556414
0,Negative,Positive,0.55590165
0,Negative,Positive,0.56996715
0,Negative,Positive,0.5557856
0,Negative,Positive,0.55221796
0,Negative,Positive,0.55548686
1,Positive,Negative,0.0013613448
0,Negative,Positive,0.9974439
0,Negative,Positive,0.5537227
0,Negative,Positive,0.53803515
0,Negative,Positive,0.56323475
1,Positive,Negative,0.029100133
0,Negative,Positive,0.55530375
1,Positive,Negative,0.0028797078
0,Negative,Positive,0.5551459
0,Negative,Positive,0.55632
0,Negative,Positive,0.5586014
0,Negative,Positive,0.5553654
0,Negative,Positive,0.558721
0,Negative,Positive,0.55542433
0,Negative,Positive,0.5526482
0,Negative,Positive,0.55530596
1,Positive,Negative,0.20738488
0,Negative,Positive,0.55536956
0,Negative,Positive,0.98204154
1,Positive,Negative,0.324719
0,Negative,Positive,0.5553452
1,Positive,Negative,0.11245541
0,Negative,Positive,0.55677736
1,Positive,Negative,0.044608504
0,Negative,Positive,0.5556913
0,Negative,Positive,0.5552951
1,Positive,Negative,0.008449144
0,Negative,Positive,0.55501705
0,Negative,Positive,0.9856488
0,Negative,Positive,0.55549884
0,Negative,Positive,0.98975194
0,Negative,Positive,0.55537593
0,Negative,Positive,0.55820763
0,Negative,Positive,0.55535495
1,Positive,Negative,0.00915327
0,Negative,Positive,0.5564501
0,Negative,Positive,0.55524963
0,Negative,Positive,0.5527076
0,Negative,Positive,0.55556214
0,Negative,Positive,0.9267181
0,Negative,Positive,0.9809575
0,Negative,Positive,0.5578569
0,Negative,Positive,0.5628519
0,Negative,Positive,0.5554953
0,Negative,Positive,0.6096352
0,Negative,Positive,0.5554368
0,Negative,Positive,0.5557527
0,Negative,Positive,0.9995416
0,Negative,Positive,0.55550444
0,Negative,Positive,0.5565633
0,Negative,Positive,0.5621966
0,Negative,Positive,0.5566365
0,Negative,Positive,0.55525917
0,Negative,Positive,0.5564116
0,Negative,Positive,0.55515397
0,Negative,Positive,0.555409
0,Negative,Positive,0.5553008
1,Positive,Negative,0.0012998432
0,Negative,Positive,0.5554403
0,Negative,Positive,0.5535419
0,Negative,Positive,0.5554066
0,Negative,Positive,0.55537766
0,Negative,Positive,0.5558308
1,Positive,Negative,0.34265894
0,Negative,Positive,0.5556206
0,Negative,Positive,0.99956393
1,Positive,Negative,0.021108776
0,Negative,Positive,0.5553002
0,Negative,Positive,0.5548757
0,Negative,Positive,0.88982165
0,Negative,Positive,0.55538714
0,Negative,Positive,0.65286225
0,Negative,Positive,0.55699974
0,Negative,Positive,0.5464328
0,Negative,Positive,0.5553199
0,Negative,Positive,0.55544686
0,Negative,Positive,0.55178684
0,Negative,Positive,0.5553785
1,Positive,Negative,0.40401918
1,Positive,Negative,0.43472934
1,Positive,Negative,0.40177843
0,Negative,Positive,0.55467594
0,Negative,Positive,0.5539922
0,Negative,Positive,0.5553319
0,Negative,Positive,0.55534923
0,Negative,Positive,0.5488504
0,Negative,Positive,0.5553366
0,Negative,Positive,0.555335
0,Negative,Positive,0.65361875
0,Negative,Positive,0.70177853
0,Negative,Positive,0.55547184
0,Negative,Positive,0.55346173
0,Negative,Positive,0.5550042
0,Negative,Positive,0.5551873
0,Negative,Positive,0.5554067
0,Negative,Positive,0.54517436
0,Negative,Positive,0.5553944
0,Negative,Positive,0.5553906
0,Negative,Positive,0.5548012
0,Negative,Positive,0.5554095
0,Negative,Positive,0.55518633
0,Negative,Positive,0.5565192
0,Negative,Positive,0.9492165
0,Negative,Positive,0.5554081
0,Negative,Positive,0.5051298
0,Negative,Positive,0.5549588
0,Negative,Positive,0.5593279
0,Negative,Positive,0.55898577
0,Negative,Positive,0.55123496
0,Negative,Positive,0.9933242
0,Negative,Positive,0.5550469
0,Negative,Positive,0.5069603
0,Negative,Positive,0.555325
0,Negative,Positive,0.7845883
0,Negative,Positive,0.5552567
0,Negative,Positive,0.55540633
0,Negative,Positive,0.5610009
0,Negative,Positive,0.5564536
0,Negative,Positive,0.5552582
0,Negative,Positive,0.5559579
0,Negative,Positive,0.55558383
0,Negative,Positive,0.55454046
1,Positive,Negative,0.07211162
0,Negative,Positive,0.5556765
0,Negative,Positive,0.55541533
0,Negative,Positive,0.5554548
0,Negative,Positive,0.5554383
0,Negative,Positive,0.77412885
0,Negative,Positive,0.5554202
0,Negative,Positive,0.5560959
0,Negative,Positive,0.5554272
0,Negative,Positive,0.55932635
0,Negative,Positive,0.5553366
0,Negative,Positive,0.5554392
0,Negative,Positive,0.5628275
0,Negative,Positive,0.55564284
0,Negative,Positive,0.55537885
0,Negative,Positive,0.5555737
0,Negative,Positive,0.5555974
0,Negative,Positive,0.5554737
0,Negative,Positive,0.5564248
0,Negative,Positive,0.55520815
0,Negative,Positive,0.5555912
0,Negative,Positive,0.9038921
0,Negative,Positive,0.5552326
0,Negative,Positive,0.55433667
0,Negative,Positive,0.57884806
0,Negative,Positive,0.9982716
0,Negative,Positive,0.5201295
0,Negative,Positive,0.55531925
1,Positive,Negative,0.010953633
0,Negative,Positive,0.5930218
0,Negative,Positive,0.555456
0,Negative,Positive,0.5554271
0,Negative,Positive,0.555418
0,Negative,Positive,0.55511993
0,Negative,Positive,0.55555815
0,Negative,Positive,0.55544484
0,Negative,Positive,0.5554005
0,Negative,Positive,0.55735546
0,Negative,Positive,0.55156296
0,Negative,Positive,0.546344
0,Negative,Positive,0.5514111
0,Negative,Positive,0.55539393
0,Negative,Positive,0.5547829
0,Negative,Positive,0.5554154
0,Negative,Positive,0.5552201
0,Negative,Positive,0.9984081
0,Negative,Positive,0.5410039
0,Negative,Positive,0.55536336
0,Negative,Positive,0.55341154
0,Negative,Positive,0.55539256
1,Positive,Negative,0.47250453
0,Negative,Positive,0.55542994
0,Negative,Positive,0.5557503
0,Negative,Positive,0.5556177
0,Negative,Positive,0.5552345
0,Negative,Positive,0.93498147
0,Negative,Positive,0.55584633
1,Positive,Negative,0.039839644
0,Negative,Positive,0.5553977
0,Negative,Positive,0.55540836
0,Negative,Positive,0.99981594
0,Negative,Positive,0.55558497
0,Negative,Positive,0.55548143
0,Negative,Positive,0.5552252
0,Negative,Positive,0.9697919
0,Negative,Positive,0.5528907
0,Negative,Positive,0.55815214
0,Negative,Positive,0.5551712
0,Negative,Positive,0.5554131
0,Negative,Positive,0.8186956
0,Negative,Positive,0.5544287
0,Negative,Positive,0.5544323
0,Negative,Positive,0.56263524
0,Negative,Positive,0.56342155
0,Negative,Positive,0.55634254
0,Negative,Positive,0.5554036
0,Negative,Positive,0.5547282
0,Negative,Positive,0.55526936
0,Negative,Positive,0.55705464
0,Negative,Positive,0.55292094
0,Negative,Positive,0.99996555
0,Negative,Positive,0.5555645
0,Negative,Positive,0.5590159
0,Negative,Positive,0.99643177
0,Negative,Positive,0.5552982
0,Negative,Positive,0.69632334
0,Negative,Positive,0.72298294
0,Negative,Positive,0.5556909
0,Negative,Positive,0.55547726
0,Negative,Positive,0.5550141
0,Negative,Positive,0.55548465
0,Negative,Positive,0.9990686
0,Negative,Positive,0.6943747
0,Negative,Positive,0.55502796
0,Negative,Positive,0.5552536
0,Negative,Positive,0.6234226
0,Negative,Positive,0.5555088
0,Negative,Positive,0.5552345
0,Negative,Positive,0.5554196
0,Negative,Positive,0.5558285
0,Negative,Positive,0.5553217
0,Negative,Positive,0.55538505
0,Negative,Positive,0.55529475
0,Negative,Positive,0.55479693
0,Negative,Positive,0.55561674
0,Negative,Positive,0.5557261
0,Negative,Positive,0.9857828
0,Negative,Positive,0.5554998
1,Positive,Negative,0.43944556
0,Negative,Positive,0.55557865
0,Negative,Positive,0.5555066
0,Negative,Positive,0.9999943
0,Negative,Positive,0.55540085
0,Negative,Positive,0.5555847
0,Negative,Positive,0.5554844
0,Negative,Positive,0.5552151
0,Negative,Positive,0.5553687
0,Negative,Positive,0.5614223
0,Negative,Positive,0.5555899
0,Negative,Positive,0.55540407
0,Negative,Positive,0.55517507
0,Negative,Positive,0.5580745
0,Negative,Positive,0.80833435
0,Negative,Positive,0.5544537
0,Negative,Positive,0.5552709
0,Negative,Positive,0.516444
0,Negative,Positive,0.5553928
0,Negative,Positive,0.5553163
1,Positive,Negative,0.015290157
0,Negative,Positive,0.5554425
0,Negative,Positive,0.6984279
0,Negative,Positive,0.555478
0,Negative,Positive,0.7395153
1,Positive,Negative,0.43004823
0,Negative,Positive,0.55560315
1,Positive,Negative,0.1791558
0,Negative,Positive,0.55393946
1,Positive,Negative,0.15210654
0,Negative,Positive,0.5553822
0,Negative,Positive,0.5555248
1,Positive,Negative,0.41996855
0,Negative,Positive,0.70122546
0,Negative,Positive,0.5555386
0,Negative,Positive,0.5557127
1,Positive,Negative,0.02856999
0,Negative,Positive,0.55546266
0,Negative,Positive,0.555984
0,Negative,Positive,0.55553293
0,Negative,Positive,0.57257897
0,Negative,Positive,0.5398563
0,Negative,Positive,0.5556336
0,Negative,Positive,0.85028696
0,Negative,Positive,0.555443
0,Negative,Positive,0.5527629
0,Negative,Positive,0.5555519
0,Negative,Positive,0.55516505
0,Negative,Positive,0.55531424
0,Negative,Positive,0.99989355
0,Negative,Positive,0.8256356
0,Negative,Positive,0.5553842
0,Negative,Positive,0.5553429
0,Negative,Positive,0.55514485
1,Positive,Negative,0.0037694385
0,Negative,Positive,0.5554026
1,Positive,Negative,0.012433709
0,Negative,Positive,0.5579364
0,Negative,Positive,0.5577345
0,Negative,Positive,0.5556668
0,Negative,Positive,0.5735909
0,Negative,Positive,0.86483413
0,Negative,Positive,0.9980571
0,Negative,Positive,0.5353265
1,Positive,Negative,0.04417971
0,Negative,Positive,0.5619465
0,Negative,Positive,0.5866544
0,Negative,Positive,0.5555201
0,Negative,Positive,0.6690601
0,Negative,Positive,0.55544144
0,Negative,Positive,0.5554075
0,Negative,Positive,0.55539435
0,Negative,Positive,0.5554266
0,Negative,Positive,0.55541563
0,Negative,Positive,0.55533326
0,Negative,Positive,0.5570741
0,Negative,Positive,0.5555213
0,Negative,Positive,0.55544716
0,Negative,Positive,0.9979903
0,Negative,Positive,0.5554057
0,Negative,Positive,0.5555656
1,Positive,Negative,0.41105708
0,Negative,Positive,0.5499286
0,Negative,Positive,0.55538327
0,Negative,Positive,0.5536507
0,Negative,Positive,0.55549216
0,Negative,Positive,0.6142593
0,Negative,Positive,0.54964626
0,Negative,Positive,0.55511606
0,Negative,Positive,0.55417955
1,Positive,Negative,0.26286095
0,Negative,Positive,0.555545
0,Negative,Positive,0.5550306
0,Negative,Positive,0.5497598
0,Negative,Positive,0.5558515
1,Positive,Negative,0.017410893
0,Negative,Positive,0.55552423
0,Negative,Positive,0.5553212
0,Negative,Positive,0.5554363
0,Negative,Positive,0.5575978
0,Negative,Positive,0.5555139
0,Negative,Positive,0.5549729
0,Negative,Positive,0.5549518
0,Negative,Positive,0.6979157
0,Negative,Positive,0.5553557
0,Negative,Positive,0.5183492
0,Negative,Positive,0.5535127
1,Positive,Negative,0.45663294
1,Positive,Negative,0.35876516
0,Negative,Positive,0.55538994
0,Negative,Positive,0.55536884
0,Negative,Positive,0.56069267
0,Negative,Positive,0.62253714
0,Negative,Positive,0.55546415
0,Negative,Positive,0.55544764
0,Negative,Positive,0.5554154
0,Negative,Positive,0.5556947
0,Negative,Positive,0.56838477
0,Negative,Positive,0.5158615
0,Negative,Positive,0.55538607
1,Positive,Negative,0.05037918
0,Negative,Positive,0.55482304
1,Positive,Negative,0.49892205
0,Negative,Positive,0.5553868
0,Negative,Positive,0.5553836
0,Negative,Positive,0.55515915
0,Negative,Positive,0.9829716
1,Positive,Negative,0.0047997152
0,Negative,Positive,0.54436916
0,Negative,Positive,0.99934417
0,Negative,Positive,0.60666215
0,Negative,Positive,0.5536897
1,Positive,Negative,0.041067526
0,Negative,Positive,0.619522
0,Negative,Positive,0.5024562
0,Negative,Positive,0.55547404
0,Negative,Positive,0.556013
0,Negative,Positive,0.75791
0,Negative,Positive,0.5552402
0,Negative,Positive,0.5553856
0,Negative,Positive,0.5554168
1,Positive,Negative,0.002660258
0,Negative,Positive,0.5556881
0,Negative,Positive,0.5553924
0,Negative,Positive,0.55536216
0,Negative,Positive,0.5554554
0,Negative,Positive,0.55639637
0,Negative,Positive,0.55532724
0,Negative,Positive,0.55536777
0,Negative,Positive,0.99996275
0,Negative,Positive,0.68504775
0,Negative,Positive,0.54966235
0,Negative,Positive,0.5553416
0,Negative,Positive,0.55653995
0,Negative,Positive,0.5554531
0,Negative,Positive,0.9950772
0,Negative,Positive,0.55972415
0,Negative,Positive,0.5552689
0,Negative,Positive,0.55534184
0,Negative,Positive,0.9997554
0,Negative,Positive,0.55490625
0,Negative,Positive,0.5552573
0,Negative,Positive,0.5557652
0,Negative,Positive,0.55549467
0,Negative,Positive,0.5601075
0,Negative,Positive,0.5553974
0,Negative,Positive,0.5554293
0,Negative,Positive,0.80489266
0,Negative,Positive,0.5463026
1,Positive,Negative,0.08992181
0,Negative,Positive,0.555418
0,Negative,Positive,0.5489679
0,Negative,Positive,0.555321
